date,融资余额
2022-10-21,773692767359
2022-10-24,774821459548
2022-10-25,773969828275
2022-10-26,775833466675
2022-10-27,774796204610
2022-10-28,768599549673
2022-10-31,768736970587
2022-11-01,769667966856
2022-11-02,770284229577
2022-11-03,772623348328
2022-11-04,772462692744
2022-11-07,775900520228
2022-11-08,777224082043
2022-11-09,777824824498
2022-11-10,777550981686
2022-11-11,773552787965
2022-11-14,773920229118
2022-11-15,775706762626
2022-11-16,775839406247
2022-11-17,777288642064
2022-11-18,774607255920
2022-11-21,777077218098
2022-11-22,776834636854
2022-11-23,777002601688
2022-11-24,776161135356
2022-11-25,772544316046
2022-11-28,772868801219
2022-11-29,773818172180
2022-11-30,771424149549
2022-12-01,773006882074
2022-12-02,772184356386
2022-12-05,776039754984
2022-12-06,776103539100
2022-12-07,777182938303
2022-12-08,777198575304
2022-12-09,776138478545
2022-12-12,779477957495
2022-12-13,778706150308
2022-12-14,777087007843
2022-12-15,777754941694
2022-12-16,774732973259
2022-12-19,773295688119
2022-12-20,773741005498
2022-12-21,772131190941
2022-12-22,770308253069
2022-12-23,767808102655
2022-12-26,769283179666
2022-12-27,768300105500
2022-12-28,766472799612
2022-12-29,766760403679
2022-12-30,762514201807
2023-01-03,764350187189
2023-01-04,764418863386
2023-01-05,764779384596
2023-01-06,763344296620
2023-01-09,764824244326
2023-01-10,764994925871
2023-01-11,763770671980
2023-01-12,762379933298
2023-01-13,759845686031
2023-01-16,760316664530
2023-01-17,758825329203
2023-01-18,756622347867
2023-01-19,755726974240
2023-01-20,747919975441
2023-01-30,758324039887
2023-01-31,761554614916
2023-02-01,765593071927
2023-02-02,767838008722
2023-02-03,768724731038
2023-02-06,771265612492
2023-02-07,773091617246
2023-02-08,773692157939
2023-02-09,773789184027
2023-02-10,772176553297
2023-02-13,775115514066
2023-02-14,776791296318
2023-02-15,778814595507
2023-02-16,777614732387
2023-02-17,775379729131
2023-02-20,777618595903
2023-02-21,778991977830
2023-02-22,780900121090
2023-02-23,781042560533
2023-02-24,780666428046
2023-02-27,780503115387
2023-02-28,780900136995
2023-03-01,781822473154
2023-03-02,781178829117
2023-03-03,780729766109
2023-03-06,783317669963
2023-03-07,782936967560
2023-03-08,784081753629
2023-03-09,785759082363
2023-03-10,783197568414
2023-03-13,783799930630
2023-03-14,786046973151
2023-03-15,786734165922
2023-03-16,787162950283
2023-03-17,786383574652
2023-03-20,787692438328
2023-03-21,788520782368
2023-03-22,789655461766
2023-03-23,791799900643
2023-03-24,792841223125
2023-03-27,796768269592
2023-03-28,797252237740
2023-03-29,796888526748
2023-03-30,797243830185
2023-03-31,795034645806
2023-04-03,798616296684
2023-04-04,798904170550
2023-04-06,803674047378
2023-04-07,802280042944
2023-04-10,801981114346
2023-04-11,801692525018
2023-04-12,804889674276
2023-04-13,803802923593
2023-04-14,802768804602
2023-04-17,804682524065
2023-04-18,804908546312
2023-04-19,805311386298
2023-04-20,807839232663
2023-04-21,804442630750
2023-04-24,805078300023
2023-04-25,801483664728
2023-04-26,798837650589
2023-04-27,796676029935
2023-04-28,791218147988
2023-05-04,795839338310
2023-05-05,793879016645
2023-05-08,798372769570
2023-05-09,800169991423
2023-05-10,801598265500
2023-05-11,801209857357
2023-05-12,798267472951
2023-05-15,799775256756
2023-05-16,798441709558
2023-05-17,799104757554
2023-05-18,800333234607
2023-05-19,798990859126
2023-05-22,797939206150
2023-05-23,797617811068
2023-05-24,798521240902
2023-05-25,798781795051
2023-05-26,796563903105
2023-05-29,796322875039
2023-05-30,796022808390
2023-05-31,796016352690
2023-06-01,796618537929
2023-06-02,793763018085
2023-06-05,794800775064
2023-06-06,793531616301
2023-06-07,792864051105
2023-06-08,791651918244
2023-06-09,789638708164
2023-06-12,791473411003
2023-06-13,790865774379
2023-06-14,790676904593
2023-06-15,790327545076
2023-06-16,788591168297
2023-06-19,789971120399
2023-06-20,791093597800
2023-06-21,787037186941
2023-06-26,787712188223
2023-06-27,787120957421
2023-06-28,786231800629
2023-06-29,786410667420
2023-06-30,783226088823
2023-07-03,783998849919
2023-07-04,783971478800
2023-07-05,784278132120
2023-07-06,784261635891
2023-07-07,782502584946
2023-07-10,783201237762
2023-07-11,782571583256
2023-07-12,781051055987
2023-07-13,779455604465
2023-07-14,778136066520
2023-07-17,779020474911
2023-07-18,778981466192
2023-07-19,779459367022
2023-07-20,777341748149
2023-07-21,775360683356
2023-07-24,774175758666
2023-07-25,773496328990
2023-07-26,773033707971
2023-07-27,772815264336
2023-07-28,771738791954
2023-07-31,776335930356
2023-08-01,777008041989
2023-08-02,779271737175
2023-08-03,780671615824
2023-08-04,781347963660
2023-08-07,783981992071
2023-08-08,784534538648
2023-08-09,783843970802
2023-08-10,783945120737
2023-08-11,781024673066
2023-08-14,781410434854
2023-08-15,781100855178
2023-08-16,780683965240
2023-08-17,781341249849
2023-08-18,779488941864
2023-08-21,780702810581
2023-08-22,780859067794
2023-08-23,779374566390
2023-08-24,778732166498
2023-08-25,774247931274
2023-08-28,777230010240
2023-08-29,779967475132
2023-08-30,780209182682
2023-08-31,779233172137
2023-09-01,776763712757
2023-09-04,779105502412
2023-09-05,780337204683
2023-09-06,781718041569
2023-09-07,780891295406
2023-09-08,779001626762
2023-09-11,790974243568
2023-09-12,794765813108
2023-09-13,797851219031
2023-09-14,798244489927
2023-09-15,799408861556
2023-09-18,801762703001
2023-09-19,801588926746
2023-09-20,801652657829
2023-09-21,802121565764
2023-09-22,801602446146
