date,code,value,amount,ratio,yr
2024-03-04,002895,32331.16098694184,88006983.0,0.00036737040499322467,2024
2024-03-04,300871,31265.298536822873,23435641.0,0.0013340918875153819,2024
2024-03-04,002734,30199.43608670391,21184083.0,0.0014255720243686691,2024
2024-03-14,688059,24010.78420951027,80228118.0,0.00029928140916268625,2024
2024-03-14,601882,43608.90139936262,223274951.0,0.00019531479552026694,2024
2024-03-14,300488,20463.591022291963,31824277.0,0.0006430182537152993,2024
2024-03-14,300606,21849.81363065436,137932233.00000003,0.0001584097723601296,2024
2024-03-14,003028,19157.4043612946,39359695.0,0.00048672644341615453,2024
2024-03-14,000887,18504.31103079594,151373846.99999997,0.00012224245731692307,2024
2024-03-25,300695,23617.064519178708,19800755.000000004,0.0011927355557491976,2024
2024-03-25,688366,33353.72924809628,57703075.0,0.0005780234285277913,2024
2024-03-25,688279,32322.17061155721,41004492.0,0.000788259262218325,2024
2024-03-25,003006,19753.2433018866,43646237.99999999,0.00045257608002519263,2024
2024-03-25,601600,30259.05333847911,1851092857.0,1.6346588570126555e-05,2024
2024-03-25,600988,14613.747350970008,495464357.0,2.949505276112124e-05,2024
2024-04-08,002440,94764.74954491878,35814349.99999999,0.0026459994260657755,2024
2024-04-08,603181,94764.74954491878,16327115.000000002,0.0058041331579350534,2024
2024-04-18,600018,91864.90131607391,208505647.0,0.00044058711424767267,2024
2024-04-29,603590,67714.2778359919,58338373.0,0.0011607159122519906,2024
2024-04-29,688008,42084.78771469409,1478857848.0,2.8457628819165645e-05,2024
2024-05-09,002284,100034.5966322977,74776388.0,0.0013377832134964544,2024
2024-05-20,603986,67078.18760554281,1009544664.0,6.644400193228382e-05,2024
2024-05-30,300900,67559.55126412224,197195896.00000003,0.0003426012033441215,2024
2024-05-30,688336,67559.55126412224,23747129.000000004,0.0028449565951371315,2024
2024-06-11,688689,76267.35405448462,29710309.0,0.00256703335042677,2024
2024-06-11,688230,76267.35405448462,39809370.00000001,0.0019158141426122695,2024
